iter	Logloss
0	0.5900741466
1	0.5223796208
2	0.4707930851
3	0.4153835821
4	0.3602458185
5	0.322709559
6	0.2930012837
7	0.2661990336
8	0.2441283068
9	0.2251733138
10	0.2082980904
11	0.1847367828
12	0.1754123137
13	0.1579161999
14	0.1449478235
15	0.1359094216
16	0.1271646176
17	0.1207361142
18	0.1161914354
19	0.1086030753
20	0.1027409151
21	0.09890581058
22	0.09213942852
23	0.08974451301
24	0.08534112854
25	0.08087181171
26	0.07775368981
27	0.07439896636
28	0.0729599149
29	0.06942372
30	0.0661063344
31	0.06367661474
32	0.0619260933
33	0.06040258862
34	0.0590183006
35	0.05781456738
36	0.05641282556
37	0.05447209872
38	0.05291364886
39	0.05201495503
40	0.05088556847
41	0.05008430185
42	0.04910993106
43	0.04789847925
44	0.04728718769
45	0.04637373359
46	0.0453785715
47	0.0446962567
48	0.04392803146
49	0.0429323946
50	0.04211845482
51	0.04160481611
52	0.04087137623
53	0.04037274692
54	0.03993431979
55	0.03957714937
56	0.03913019278
57	0.03859585677
58	0.03806147611
59	0.03761569704
60	0.03728348042
61	0.03698808222
62	0.03672266053
63	0.0365394028
64	0.03623176392
65	0.03589878813
66	0.03561406762
67	0.03545410903
68	0.03513308248
69	0.03486048514
70	0.03467688426
71	0.03449806402
72	0.03433660355
73	0.03420910111
74	0.03403454442
75	0.0338435634
76	0.03369428721
77	0.03359255414
78	0.03342883732
79	0.0332582974
80	0.03307561551
81	0.03301867799
82	0.03291312323
83	0.03285944801
84	0.03280032465
85	0.03269504959
86	0.03262965312
87	0.03252490218
88	0.03245106556
89	0.03237047164
90	0.03230426429
91	0.03226031252
92	0.03217856223
93	0.03212656282
94	0.03208700153
95	0.03200606446
96	0.03194058807
97	0.0318609155
98	0.03181835515
99	0.03175695664
100	0.03173565296
101	0.03168409307
102	0.03164204509
103	0.03159509661
104	0.03157934213
105	0.03156210928
106	0.03153879368
107	0.03148850064
108	0.03146672923
109	0.03142929972
110	0.0313723528
111	0.03130610784
112	0.03125011987
113	0.03120123704
114	0.0311665504
115	0.03112951574
116	0.03108777331
117	0.03104900644
118	0.03103102617
119	0.0309948729
120	0.03096586003
121	0.03091287112
122	0.03088610285
123	0.03083957508
124	0.03080513993
125	0.03079872814
126	0.03078647335
127	0.03078559432
128	0.03078545799
129	0.03078533578
130	0.03076524723
131	0.03076514146
132	0.03072042818
133	0.030697216
134	0.03069250353
135	0.030692339
136	0.03069207341
137	0.03068580029
138	0.03063843815
139	0.03059341226
140	0.03059270715
141	0.03059207726
142	0.03059196679
143	0.03059183517
144	0.03058060749
145	0.03058046647
146	0.03053159774
147	0.03050570145
148	0.03050557218
149	0.03049816619
150	0.03048000259
151	0.03045777992
152	0.03042746965
153	0.03041327817
154	0.03041319825
155	0.03038585649
156	0.03037624116
157	0.03034996881
158	0.03033318723
159	0.03032176682
160	0.03029766386
161	0.03026611495
162	0.03026587991
163	0.03025425267
164	0.03024506746
165	0.03022227129
166	0.03022203861
167	0.03022156618
168	0.03021395101
169	0.03018857415
170	0.03018838142
171	0.03018743893
172	0.03017570357
173	0.03017162569
174	0.03015781732
175	0.03015735664
176	0.03015692653
177	0.03015679021
178	0.03013479787
179	0.03013445237
180	0.03012157473
181	0.03011460591
182	0.03010384125
183	0.03010268722
184	0.0301022101
185	0.03010215369
186	0.0300804528
187	0.03008030238
188	0.03007438886
189	0.03006374643
190	0.03006364771
191	0.03006347848
192	0.03002926896
193	0.03002392894
194	0.03002357639
195	0.03000612495
196	0.03000563842
197	0.02999563058
198	0.02999492547
199	0.02999480326
200	0.02999468574
201	0.02998403625
202	0.02998388112
203	0.02997988316
204	0.02997959406
205	0.02996594081
206	0.02996323084
207	0.02996308747
208	0.02995871815
209	0.02995791667
210	0.02993633095
211	0.02993628864
212	0.02993606066
213	0.0299353955
214	0.02992241681
215	0.02990980946
216	0.02989079503
217	0.02989057645
218	0.02988093292
219	0.02987169129
220	0.02987137869
221	0.0298694796
222	0.02986892962
223	0.0298568323
224	0.02985449134
225	0.02985105041
226	0.02983841722
227	0.02980290325
228	0.02980242377
229	0.02980201011
230	0.02980036956
231	0.02979852922
232	0.02979837645
233	0.02979719892
234	0.02978998801
235	0.02978459158
236	0.02975085918
237	0.02975072286
238	0.02975040086
239	0.02973113259
240	0.02973099627
241	0.02973063901
242	0.0297179024
243	0.02971673897
244	0.02967886054
245	0.02967784518
246	0.02967166843
247	0.02965467061
248	0.0296545531
249	0.02965155873
250	0.02965125319
251	0.02964389185
252	0.02964383309
253	0.02964372498
254	0.02964264616
255	0.02962418172
256	0.02960722385
257	0.02958310679
258	0.02957492988
259	0.02957435639
260	0.02956738992
261	0.02956732646
262	0.0295552832
263	0.02955480138
264	0.02954946606
265	0.0295493885
266	0.02954911585
267	0.02954006931
268	0.02953299942
269	0.02953226846
270	0.02953217915
271	0.02953208043
272	0.02953101572
273	0.02951719559
274	0.02951713448
275	0.02950923961
276	0.02948496507
277	0.02948272988
278	0.02948210233
279	0.02948171452
280	0.02948133611
281	0.02948100706
282	0.02948090835
283	0.0294728278
284	0.02947279255
285	0.02947273614
286	0.02947189471
287	0.02947176074
288	0.02946674272
289	0.02946623269
290	0.02946585663
291	0.02945719555
292	0.02945403196
293	0.02945368175
294	0.0294533433
295	0.0294377228
296	0.02943425836
297	0.02941587383
298	0.02940934452
299	0.02940835972
300	0.02940819755
301	0.0294065993
302	0.02940585894
303	0.02939435392
304	0.02938641439
305	0.02938285359
306	0.02938108612
307	0.02937048834
308	0.02936119501
309	0.02933357355
310	0.02933344663
311	0.02933287079
312	0.02933248769
313	0.02932558702
314	0.0293251287
315	0.02932313795
316	0.02932266552
317	0.02932200507
318	0.02932065831
319	0.02931982158
320	0.029311828
321	0.02929125763
322	0.02929050317
323	0.02929026108
324	0.02928206067
325	0.02926467269
326	0.02926302039
327	0.0292628112
328	0.02926055251
329	0.02926044674
330	0.02924823426
331	0.02924663601
332	0.02924656315
333	0.02924587449
334	0.02924045456
335	0.02924036525
336	0.02924031354
337	0.02923985992
338	0.02923964368
339	0.02923961548
340	0.02923936399
341	0.02923929348
342	0.02923906314
343	0.02923512864
344	0.02922728078
345	0.02922711625
346	0.02921755028
347	0.02921697209
348	0.02919924566
349	0.02919871918
350	0.02918557596
351	0.02917680911
352	0.02917037852
353	0.02916988729
354	0.02916986614
355	0.02916984968
356	0.02916975332
357	0.02916935376
358	0.0291692809
359	0.02916873326
360	0.02916854523
361	0.02916524767
362	0.02916207704
363	0.02915302109
364	0.02915081645
365	0.02913605618
366	0.02913429341
367	0.02913352484
368	0.02913075141
369	0.02911654582
370	0.02911122695
371	0.02911079449
372	0.029094624
373	0.02909452058
374	0.02909375436
375	0.02909329369
376	0.02909261209
377	0.02909209736
378	0.02909131704
379	0.02908673148
380	0.02908631782
381	0.02907849346
382	0.02906339239
383	0.02906061896
384	0.0290605837
385	0.02906047559
386	0.02905647057
387	0.02905626609
388	0.02905342215
389	0.02904878018
390	0.0290378369
391	0.02903747729
392	0.02903723991
393	0.02903115247
394	0.02902058054
395	0.02902026089
396	0.02902009872
397	0.02899429644
398	0.02899366184
399	0.02899364069
400	0.028983976
401	0.02898370806
402	0.02897704478
403	0.02897688966
404	0.02897685441
405	0.02897682385
406	0.02897219834
407	0.02897157079
408	0.02897154964
409	0.02897122059
410	0.02894668986
411	0.02894657469
412	0.02894601531
413	0.02894514802
414	0.02893828496
415	0.02893828026
416	0.02893810164
417	0.02893808048
418	0.02893785015
419	0.02893754225
420	0.02893711448
421	0.02893693351
422	0.02893687005
423	0.02892921962
424	0.02891931519
425	0.02891748661
426	0.0289093097
427	0.02890449616
428	0.02890431283
429	0.0289034714
430	0.02890337739
431	0.02890335388
432	0.02890174154
433	0.02890057811
434	0.02889706196
435	0.02889665535
436	0.02889330609
437	0.02888646888
438	0.02887978445
439	0.02887746465
440	0.02887742704
441	0.02887310943
442	0.02887280858
443	0.02887147827
444	0.02885558983
445	0.02885433003
446	0.02885321126
447	0.02885225466
448	0.02885198907
449	0.02885152135
450	0.02885126516
451	0.02884352307
452	0.02884022316
453	0.02883352698
454	0.02883320498
455	0.02883315092
456	0.0288327114
457	0.02882985571
458	0.02882832093
459	0.02882823396
460	0.02882706818
461	0.02882704938
462	0.02882665452
463	0.02882592121
464	0.02882403857
465	0.02882094079
466	0.02881446554
467	0.02881012442
468	0.02880260326
469	0.02880128471
470	0.02879554513
471	0.02879516672
472	0.02879493403
473	0.02879450862
474	0.02879404325
475	0.02879392338
476	0.02879036258
477	0.02878940128
478	0.02878828486
479	0.02878616248
480	0.02878106925
481	0.02878083891
482	0.02878053807
483	0.02877957207
484	0.02877798322
485	0.02877770353
486	0.02877579974
487	0.02877128704
488	0.02875229612
489	0.02874637085
490	0.02873837257
491	0.02873798241
492	0.0287376087
493	0.02873682368
494	0.02873061168
495	0.02872982195
496	0.0287262447
497	0.02872550904
498	0.02872518939
499	0.02872502486
500	0.02872491675
501	0.0287210551
502	0.02872088823
503	0.02872062029
504	0.02872020427
505	0.02871367732
506	0.02871348459
507	0.02870540639
508	0.02870493397
509	0.02870476709
510	0.02870419126
511	0.02870373764
512	0.02869970677
513	0.02869390372
514	0.02867664031
515	0.02867620079
